Year,Ward Code,Ward Name,Ward Zone,Issue Type,Sub Issue,Total Complaints,Complaints Closed,Complaints Open Pending,Closure Rate Pct,Avg Days To Resolve,Citizen Charter Days,Days Exceeded Charter,Escalation Level Reached,Data Source
2015,G/N,Dharavi / Sion,City,Drainage,Drainage Choke / Blockage,233,194,39,83.3,18,7,11,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/N,Dharavi / Sion,City,Drainage,Overflow / Flooding,127,106,21,83.5,18,7,11,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/N,Dharavi / Sion,City,Drainage,Leaking Sewer Line,64,53,11,82.8,18,7,11,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/N,Dharavi / Sion,City,Solid Waste Mgmt,Garbage Not Lifted,100,81,19,81.0,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/N,Dharavi / Sion,City,Solid Waste Mgmt,Illegal Dumping / Debris,47,38,9,80.9,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/N,Dharavi / Sion,City,Solid Waste Mgmt,Waste Burning,20,16,4,80.0,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/N,Dharavi / Sion,City,Water Supply,Shortage of Water,115,100,15,87.0,8,7,1,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/N,Dharavi / Sion,City,Water Supply,Water Contamination,37,32,5,86.5,8,7,1,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/N,Dharavi / Sion,City,Water Supply,Leaking Water Pipeline,76,66,10,86.8,8,7,1,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/N,Dharavi / Sion,City,Water Supply,Unauthorised Water Tapping,34,30,4,88.2,8,7,1,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/N,Dharavi / Sion,City,Air Pollution,Construction Dust / Debris,9,8,1,88.9,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/N,Dharavi / Sion,City,Air Pollution,Industrial Smoke / Emissions,7,6,1,85.7,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/N,Dharavi / Sion,City,Street Lights,Street Light Not Working,99,93,6,93.9,4,3,1,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/N,Dharavi / Sion,City,Trees,Tree Trimming Required,27,24,3,88.9,9,1,8,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/N,Dharavi / Sion,City,Trees,Fallen / Dangerous Tree,12,10,2,83.3,9,1,8,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/N,Dharavi / Sion,City,Buildings,Illegal Construction,31,19,12,61.3,35,30,5,Level III,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/N,Dharavi / Sion,City,Toilets / Sanitation,Public Toilet Not Functional,26,22,4,84.6,5,3,2,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/S,Matunga / Mahim,City,Roads,Bad Patches / Potholes,597,530,67,88.8,12,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/S,Matunga / Mahim,City,Roads,Resurfacing of Road,241,214,27,88.8,12,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/S,Matunga / Mahim,City,Roads,Broken Footpath,125,111,14,88.8,12,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/S,Matunga / Mahim,City,Drainage,Drainage Choke / Blockage,219,182,37,83.1,18,7,11,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/S,Matunga / Mahim,City,Drainage,Overflow / Flooding,119,99,20,83.2,18,7,11,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/S,Matunga / Mahim,City,Drainage,Leaking Sewer Line,60,50,10,83.3,18,7,11,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/S,Matunga / Mahim,City,Solid Waste Mgmt,Garbage Not Lifted,94,76,18,80.9,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/S,Matunga / Mahim,City,Solid Waste Mgmt,Illegal Dumping / Debris,44,35,9,79.5,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/S,Matunga / Mahim,City,Solid Waste Mgmt,Waste Burning,19,15,4,78.9,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/S,Matunga / Mahim,City,Water Supply,Shortage of Water,108,94,14,87.0,8,7,1,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/S,Matunga / Mahim,City,Water Supply,Water Contamination,34,30,4,88.2,8,7,1,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/S,Matunga / Mahim,City,Water Supply,Leaking Water Pipeline,71,62,9,87.3,8,7,1,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/S,Matunga / Mahim,City,Water Supply,Unauthorised Water Tapping,32,28,4,87.5,8,7,1,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/S,Matunga / Mahim,City,Air Pollution,Construction Dust / Debris,9,7,2,77.8,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/S,Matunga / Mahim,City,Air Pollution,Industrial Smoke / Emissions,7,6,1,85.7,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/S,Matunga / Mahim,City,Street Lights,Street Light Not Working,93,87,6,93.5,4,3,1,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/S,Matunga / Mahim,City,Trees,Tree Trimming Required,25,22,3,88.0,9,1,8,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/S,Matunga / Mahim,City,Trees,Fallen / Dangerous Tree,11,9,2,81.8,9,1,8,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/S,Matunga / Mahim,City,Buildings,Illegal Construction,29,18,11,62.1,35,30,5,Level III,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,G/S,Matunga / Mahim,City,Toilets / Sanitation,Public Toilet Not Functional,25,21,4,84.0,5,3,2,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/E,Bandra East,Western Suburbs,Roads,Bad Patches / Potholes,757,671,86,88.6,12,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/E,Bandra East,Western Suburbs,Roads,Resurfacing of Road,305,271,34,88.9,12,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/E,Bandra East,Western Suburbs,Roads,Broken Footpath,159,141,18,88.7,12,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/E,Bandra East,Western Suburbs,Drainage,Drainage Choke / Blockage,277,230,47,83.0,18,7,11,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/E,Bandra East,Western Suburbs,Drainage,Overflow / Flooding,151,125,26,82.8,18,7,11,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/E,Bandra East,Western Suburbs,Drainage,Leaking Sewer Line,76,63,13,82.9,18,7,11,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/E,Bandra East,Western Suburbs,Solid Waste Mgmt,Garbage Not Lifted,119,96,23,80.7,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/E,Bandra East,Western Suburbs,Solid Waste Mgmt,Illegal Dumping / Debris,55,45,10,81.8,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/E,Bandra East,Western Suburbs,Solid Waste Mgmt,Waste Burning,24,19,5,79.2,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/E,Bandra East,Western Suburbs,Water Supply,Shortage of Water,137,119,18,86.9,8,7,1,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/E,Bandra East,Western Suburbs,Water Supply,Water Contamination,44,38,6,86.4,8,7,1,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/E,Bandra East,Western Suburbs,Water Supply,Leaking Water Pipeline,90,78,12,86.7,8,7,1,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/E,Bandra East,Western Suburbs,Water Supply,Unauthorised Water Tapping,41,35,6,85.4,8,7,1,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/E,Bandra East,Western Suburbs,Air Pollution,Construction Dust / Debris,11,9,2,81.8,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/E,Bandra East,Western Suburbs,Air Pollution,Industrial Smoke / Emissions,9,8,1,88.9,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/E,Bandra East,Western Suburbs,Street Lights,Street Light Not Working,118,110,8,93.2,4,3,1,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/E,Bandra East,Western Suburbs,Trees,Tree Trimming Required,32,28,4,87.5,9,1,8,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/E,Bandra East,Western Suburbs,Trees,Fallen / Dangerous Tree,14,12,2,85.7,9,1,8,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/E,Bandra East,Western Suburbs,Buildings,Illegal Construction,37,23,14,62.2,35,30,5,Level III,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/E,Bandra East,Western Suburbs,Toilets / Sanitation,Public Toilet Not Functional,31,27,4,87.1,5,3,2,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/W,Bandra West / Khar,Western Suburbs,Roads,Bad Patches / Potholes,637,565,72,88.7,12,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/W,Bandra West / Khar,Western Suburbs,Roads,Resurfacing of Road,257,228,29,88.7,12,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/W,Bandra West / Khar,Western Suburbs,Roads,Broken Footpath,134,119,15,88.8,12,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/W,Bandra West / Khar,Western Suburbs,Drainage,Drainage Choke / Blockage,233,194,39,83.3,18,7,11,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/W,Bandra West / Khar,Western Suburbs,Drainage,Overflow / Flooding,127,106,21,83.5,18,7,11,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/W,Bandra West / Khar,Western Suburbs,Drainage,Leaking Sewer Line,64,53,11,82.8,18,7,11,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/W,Bandra West / Khar,Western Suburbs,Solid Waste Mgmt,Garbage Not Lifted,100,81,19,81.0,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/W,Bandra West / Khar,Western Suburbs,Solid Waste Mgmt,Illegal Dumping / Debris,47,38,9,80.9,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/W,Bandra West / Khar,Western Suburbs,Solid Waste Mgmt,Waste Burning,20,16,4,80.0,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/W,Bandra West / Khar,Western Suburbs,Water Supply,Shortage of Water,115,100,15,87.0,8,7,1,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/W,Bandra West / Khar,Western Suburbs,Water Supply,Water Contamination,37,32,5,86.5,8,7,1,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/W,Bandra West / Khar,Western Suburbs,Water Supply,Leaking Water Pipeline,76,66,10,86.8,8,7,1,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/W,Bandra West / Khar,Western Suburbs,Water Supply,Unauthorised Water Tapping,34,30,4,88.2,8,7,1,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/W,Bandra West / Khar,Western Suburbs,Air Pollution,Construction Dust / Debris,9,8,1,88.9,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/W,Bandra West / Khar,Western Suburbs,Air Pollution,Industrial Smoke / Emissions,7,6,1,85.7,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/W,Bandra West / Khar,Western Suburbs,Street Lights,Street Light Not Working,99,93,6,93.9,4,3,1,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/W,Bandra West / Khar,Western Suburbs,Trees,Tree Trimming Required,27,24,3,88.9,9,1,8,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/W,Bandra West / Khar,Western Suburbs,Trees,Fallen / Dangerous Tree,12,10,2,83.3,9,1,8,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/W,Bandra West / Khar,Western Suburbs,Buildings,Illegal Construction,31,19,12,61.3,35,30,5,Level III,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,H/W,Bandra West / Khar,Western Suburbs,Toilets / Sanitation,Public Toilet Not Functional,26,22,4,84.6,5,3,2,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/E,Andheri East / Kurla West,Western Suburbs,Roads,Bad Patches / Potholes,1294,1149,145,88.8,12,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/E,Andheri East / Kurla West,Western Suburbs,Roads,Resurfacing of Road,522,463,59,88.7,12,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/E,Andheri East / Kurla West,Western Suburbs,Roads,Broken Footpath,271,241,30,88.9,12,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/E,Andheri East / Kurla West,Western Suburbs,Drainage,Drainage Choke / Blockage,474,393,81,82.9,18,7,11,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/E,Andheri East / Kurla West,Western Suburbs,Drainage,Overflow / Flooding,259,214,45,82.6,18,7,11,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/E,Andheri East / Kurla West,Western Suburbs,Drainage,Leaking Sewer Line,129,107,22,82.9,18,7,11,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/E,Andheri East / Kurla West,Western Suburbs,Solid Waste Mgmt,Garbage Not Lifted,203,164,39,80.8,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/E,Andheri East / Kurla West,Western Suburbs,Solid Waste Mgmt,Illegal Dumping / Debris,95,76,19,80.0,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/E,Andheri East / Kurla West,Western Suburbs,Solid Waste Mgmt,Waste Burning,41,33,8,80.5,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/E,Andheri East / Kurla West,Western Suburbs,Water Supply,Shortage of Water,235,203,32,86.4,8,7,1,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/E,Andheri East / Kurla West,Western Suburbs,Water Supply,Water Contamination,75,65,10,86.7,8,7,1,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/E,Andheri East / Kurla West,Western Suburbs,Water Supply,Leaking Water Pipeline,155,134,21,86.5,8,7,1,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/E,Andheri East / Kurla West,Western Suburbs,Water Supply,Unauthorised Water Tapping,69,60,9,87.0,8,7,1,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/E,Andheri East / Kurla West,Western Suburbs,Air Pollution,Construction Dust / Debris,19,16,3,84.2,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/E,Andheri East / Kurla West,Western Suburbs,Air Pollution,Industrial Smoke / Emissions,15,13,2,86.7,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/E,Andheri East / Kurla West,Western Suburbs,Street Lights,Street Light Not Working,202,188,14,93.1,4,3,1,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/E,Andheri East / Kurla West,Western Suburbs,Trees,Tree Trimming Required,55,48,7,87.3,9,1,8,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/E,Andheri East / Kurla West,Western Suburbs,Trees,Fallen / Dangerous Tree,23,20,3,87.0,9,1,8,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/E,Andheri East / Kurla West,Western Suburbs,Buildings,Illegal Construction,64,39,25,60.9,35,30,5,Level III,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/E,Andheri East / Kurla West,Western Suburbs,Toilets / Sanitation,Public Toilet Not Functional,53,46,7,86.8,5,3,2,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/W,Andheri West / Versova,Western Suburbs,Roads,Bad Patches / Potholes,1095,972,123,88.8,12,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/W,Andheri West / Versova,Western Suburbs,Roads,Resurfacing of Road,442,392,50,88.7,12,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/W,Andheri West / Versova,Western Suburbs,Roads,Broken Footpath,230,204,26,88.7,12,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/W,Andheri West / Versova,Western Suburbs,Drainage,Drainage Choke / Blockage,401,333,68,83.0,18,7,11,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/W,Andheri West / Versova,Western Suburbs,Drainage,Overflow / Flooding,219,182,37,83.1,18,7,11,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/W,Andheri West / Versova,Western Suburbs,Drainage,Leaking Sewer Line,109,91,18,83.5,18,7,11,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/W,Andheri West / Versova,Western Suburbs,Solid Waste Mgmt,Garbage Not Lifted,172,139,33,80.8,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/W,Andheri West / Versova,Western Suburbs,Solid Waste Mgmt,Illegal Dumping / Debris,80,65,15,81.2,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/W,Andheri West / Versova,Western Suburbs,Solid Waste Mgmt,Waste Burning,34,28,6,82.4,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/W,Andheri West / Versova,Western Suburbs,Water Supply,Shortage of Water,198,172,26,86.9,8,7,1,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/W,Andheri West / Versova,Western Suburbs,Water Supply,Water Contamination,63,55,8,87.3,8,7,1,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/W,Andheri West / Versova,Western Suburbs,Water Supply,Leaking Water Pipeline,131,113,18,86.3,8,7,1,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/W,Andheri West / Versova,Western Suburbs,Water Supply,Unauthorised Water Tapping,59,51,8,86.4,8,7,1,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/W,Andheri West / Versova,Western Suburbs,Air Pollution,Construction Dust / Debris,16,14,2,87.5,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/W,Andheri West / Versova,Western Suburbs,Air Pollution,Industrial Smoke / Emissions,13,11,2,84.6,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/W,Andheri West / Versova,Western Suburbs,Street Lights,Street Light Not Working,170,160,10,94.1,4,3,1,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/W,Andheri West / Versova,Western Suburbs,Trees,Tree Trimming Required,46,40,6,87.0,9,1,8,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/W,Andheri West / Versova,Western Suburbs,Trees,Fallen / Dangerous Tree,20,17,3,85.0,9,1,8,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/W,Andheri West / Versova,Western Suburbs,Buildings,Illegal Construction,54,33,21,61.1,35,30,5,Level III,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,K/W,Andheri West / Versova,Western Suburbs,Toilets / Sanitation,Public Toilet Not Functional,45,38,7,84.4,5,3,2,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,L,Kurla / Tilak Nagar,Western Suburbs,Roads,Bad Patches / Potholes,1434,1272,162,88.7,12,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,L,Kurla / Tilak Nagar,Western Suburbs,Roads,Resurfacing of Road,578,513,65,88.8,12,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,L,Kurla / Tilak Nagar,Western Suburbs,Roads,Broken Footpath,301,267,34,88.7,12,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,L,Kurla / Tilak Nagar,Western Suburbs,Drainage,Drainage Choke / Blockage,525,436,89,83.0,18,7,11,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,L,Kurla / Tilak Nagar,Western Suburbs,Drainage,Overflow / Flooding,286,238,48,83.2,18,7,11,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,L,Kurla / Tilak Nagar,Western Suburbs,Drainage,Leaking Sewer Line,143,119,24,83.2,18,7,11,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,L,Kurla / Tilak Nagar,Western Suburbs,Solid Waste Mgmt,Garbage Not Lifted,225,181,44,80.4,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,L,Kurla / Tilak Nagar,Western Suburbs,Solid Waste Mgmt,Illegal Dumping / Debris,105,85,20,81.0,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2015,L,Kurla / Tilak Nagar,Western Suburbs,Solid Waste Mgmt,Waste Burning,45,36,9,80.0,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
